100	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
101	750, 318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208
102	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
103	1136, 27773, 904, 858, 1208, 541, 1219, 106782, 1222, 1225
104	750, 318, 27773, 904, 858, 2959, 912, 48516, 1208, 541
105	1136, 904, 541, 1197, 1219, 1221, 1089, 1233, 1276, 1148
108	750, 318, 1136, 27773, 904, 858, 2959, 912, 48516, 1208
109	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
110	750, 318, 1136, 904, 858, 2959, 912, 48516, 541, 50
111	750, 1136, 27773, 904, 4973, 858, 2959, 912, 1208, 541
112	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
113	750, 318, 1136, 27773, 904, 4973, 858, 2959, 48516, 1208
115	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
116	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
117	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
119	750, 1136, 27773, 904, 4973, 858, 2959, 912, 1208, 541
121	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
122	750, 27773, 904, 4973, 912, 541, 1221, 1225, 68157, 608
123	750, 318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208
124	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
125	750, 1136, 904, 4973, 912, 1208, 541, 50, 1197, 1219
129	750, 318, 27773, 904, 4973, 858, 912, 48516, 1208, 541
131	750, 27773, 904, 4973, 2959, 912, 48516, 1208, 541, 50
132	750, 1136, 27773, 858, 912, 1208, 541, 1197, 106782, 1222
135	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
136	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
137	27773, 4973, 48516, 50, 1197, 106782, 1222, 1089, 68157, 7361
139	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
140	750, 1136, 27773, 904, 4973, 2959, 1208, 1197, 1219, 106782
141	750, 1136, 27773, 904, 912, 1208, 541, 50, 296, 1219
143	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
144	750, 318, 1136, 27773, 904, 858, 912, 48516, 1208, 50
149	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
151	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
152	318, 4973, 912, 1208, 1197, 1219, 106782, 1222, 1089, 1225
153	750, 318, 1136, 27773, 904, 912, 48516, 541, 50, 1197
156	318, 1136, 27773, 2959, 48516, 541, 1197, 106782, 1089, 68157
159	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
160	750, 318, 1136, 27773, 4973, 912, 48516, 541, 50, 1197
165	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
166	750, 1136, 27773, 912, 1208, 541, 1219, 106782, 1221, 1222
167	27773, 904, 4973, 858, 2959, 912, 48516, 1208, 50, 1219
168	318, 1136, 27773, 904, 2959, 48516, 541, 50, 1197, 106782
169	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
170	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
171	750, 27773, 904, 4973, 858, 2959, 912, 48516, 50, 1219
174	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
177	4973, 1208, 541, 1219, 106782, 1222, 1089, 608, 1233, 6016
178	750, 1136, 27773, 904, 858, 912, 48516, 1208, 541, 1197
179	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
181	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
182	1136, 27773, 858, 2959, 912, 48516, 106782, 68157, 608, 1276
183	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
184	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
186	318, 27773, 904, 4973, 858, 2959, 912, 48516, 1208, 50
187	750, 904, 4973, 858, 912, 48516, 1208, 1197, 1219, 106782
190	750, 1136, 27773, 904, 912, 48516, 1208, 541, 50, 1197
191	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
195	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
198	750, 1136, 27773, 904, 858, 2959, 48516, 1208, 50, 296
199	27773, 858, 2959, 1197, 1219, 106782, 1221, 1222, 1089, 1225
200	750, 1136, 27773, 904, 858, 912, 48516, 1208, 541, 50
201	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
202	27773, 904, 4973, 2959, 912, 48516, 106782, 1222, 1225, 68157
204	750, 318, 1136, 27773, 904, 858, 912, 48516, 541, 50
210	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
211	750, 27773, 904, 4973, 912, 48516, 1208, 541, 1197, 1219
212	904, 4973, 858, 912, 48516, 1208, 50, 1197, 1219, 106782
213	750, 318, 1136, 27773, 904, 4973, 2959, 48516, 1208, 541
215	750, 1136, 27773, 904, 858, 48516, 541, 1219, 106782, 1221
216	750, 318, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
217	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
219	750, 4973, 912, 1208, 106782, 1222, 1225, 1247, 68157, 356
220	750, 1136, 27773, 904, 4973, 48516, 1208, 1197, 1219, 106782
221	48516, 296, 1219, 106782, 1221, 68157, 608, 30749, 1148, 1237
222	750, 318, 1136, 27773, 904, 2959, 912, 48516, 541, 1197
223	750, 1136, 27773, 904, 858, 2959, 912, 1208, 541, 50
224	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
225	750, 318, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
226	750, 318, 27773, 904, 4973, 858, 912, 1208, 541, 50
227	1136, 27773, 904, 4973, 858, 48516, 1208, 541, 50, 1197
229	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
230	750, 1136, 27773, 904, 4973, 858, 48516, 1208, 541, 50
232	750, 27773, 904, 4973, 912, 48516, 1208, 541, 50, 1197
233	750, 27773, 904, 2959, 912, 1208, 541, 1197, 1219, 1221
234	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
235	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
237	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
239	750, 27773, 904, 4973, 858, 912, 48516, 50, 1219, 106782
240	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
241	750, 1136, 904, 4973, 912, 48516, 1208, 541, 1197, 1219
244	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
246	750, 318, 1136, 27773, 904, 858, 912, 48516, 1208, 1197
247	750, 27773, 904, 4973, 2959, 1208, 541, 50, 1219, 1222
248	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
249	1136, 27773, 4973, 912, 1208, 541, 1197, 1222, 1225, 1247
254	750, 1136, 27773, 912, 48516, 1208, 541, 1197, 1219, 106782
256	750, 1136, 27773, 904, 858, 2959, 912, 48516, 1208, 541
260	318, 1136, 27773, 858, 912, 48516, 1208, 541, 1197, 106782
261	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
262	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
263	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
264	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
265	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
266	750, 318, 27773, 904, 4973, 858, 2959, 912, 48516, 1219
267	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
268	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
273	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
274	750, 1136, 4973, 48516, 106782, 1225, 1247, 7361, 30749, 1233
275	27773, 4973, 858, 48516, 1208, 296, 1219, 106782, 1225, 68157
279	750, 27773, 904, 4973, 912, 1208, 1197, 1219, 106782, 1221
280	750, 318, 1136, 27773, 904, 858, 2959, 912, 1208, 541
282	27773, 904, 4973, 858, 541, 1197, 1219, 106782, 1221, 1225
284	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
286	750, 318, 1136, 27773, 904, 858, 912, 48516, 1208, 541
287	750, 318, 27773, 904, 858, 912, 48516, 541, 296, 1219
288	27773, 4973, 858, 912, 48516, 50, 106782, 1221, 1089, 68157
290	27773, 4973, 2959, 912, 48516, 1208, 1197, 296, 106782, 1221
292	750, 27773, 904, 4973, 912, 48516, 1208, 50, 1197, 296
294	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
297	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
298	750, 904, 912, 48516, 1219, 1225, 30749, 1233, 1276, 527
301	750, 318, 1136, 27773, 904, 858, 2959, 912, 1208, 541
303	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
304	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
305	27773, 4973, 912, 1208, 1089, 1225, 1247, 7361, 1233, 1148
306	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
307	750, 27773, 4973, 858, 912, 1208, 541, 50, 1219, 106782
308	750, 318, 27773, 904, 4973, 2959, 48516, 1208, 541, 1197
309	750, 1136, 27773, 4973, 858, 2959, 48516, 1208, 541, 1197
310	318, 1136, 27773, 4973, 858, 2959, 912, 48516, 1208, 541
312	318, 1136, 27773, 4973, 858, 2959, 48516, 1208, 50, 1197
313	27773, 904, 4973, 48516, 296, 106782, 1225, 68157, 7361, 356
314	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
316	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
317	318, 1136, 912, 1208, 541, 1197, 106782, 1221, 1225, 7361
318	27773, 858, 2959, 912, 48516, 1208, 50, 1197, 1219, 106782
321	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
322	750, 27773, 904, 2959, 48516, 1208, 541, 1197, 1219, 106782
323	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
325	750, 1136, 27773, 4973, 2959, 912, 48516, 1208, 50, 106782
326	750, 1136, 27773, 904, 4973, 858, 2959, 912, 1208, 541
328	318, 1136, 27773, 1208, 541, 106782, 1222, 1089, 7361, 356
330	27773, 904, 4973, 912, 1208, 541, 1197, 106782, 1221, 1247
331	750, 27773, 904, 912, 48516, 1208, 541, 1197, 1219, 1221
332	1136, 27773, 904, 858, 912, 48516, 1197, 1219, 106782, 1221
334	1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541, 50
336	750, 1136, 27773, 904, 2959, 912, 48516, 1208, 541, 1197
337	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
339	1136, 27773, 4973, 858, 912, 1208, 50, 1197, 1222, 1089
341	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
342	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
343	750, 1136, 27773, 904, 4973, 912, 48516, 1208, 1197, 1219
344	750, 1136, 27773, 904, 858, 2959, 912, 48516, 1208, 541
345	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
346	750, 318, 1136, 27773, 48516, 541, 50, 1197, 106782, 1222
348	27773, 904, 4973, 48516, 50, 1197, 296, 1219, 106782, 1222
351	750, 318, 1136, 904, 4973, 858, 912, 1208, 541, 50
352	750, 1136, 27773, 904, 858, 912, 1208, 50, 1197, 1219
353	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
354	318, 1136, 27773, 904, 858, 912, 541, 50, 1197, 106782
356	750, 27773, 904, 858, 296, 1219, 106782, 1221, 1225, 68157
357	750, 1136, 27773, 904, 4973, 912, 541, 106782, 1222, 68157
359	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
361	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
362	750, 1136, 27773, 904, 4973, 912, 541, 1197, 296, 1219
365	750, 1136, 27773, 904, 858, 2959, 912, 48516, 1208, 50
367	750, 318, 27773, 904, 4973, 2959, 48516, 1208, 541, 50
368	750, 318, 1136, 27773, 4973, 858, 2959, 912, 48516, 541
369	750, 318, 27773, 904, 4973, 858, 912, 48516, 50, 1197
370	750, 27773, 904, 4973, 858, 912, 48516, 1208, 50, 1219
372	750, 27773, 4973, 2959, 912, 48516, 50, 296, 106782, 1221
373	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
376	318, 1136, 27773, 904, 4973, 2959, 1208, 50, 296, 1219
377	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
380	318, 1136, 904, 4973, 912, 48516, 106782, 1221, 1225, 1247
381	750, 27773, 904, 4973, 858, 912, 541, 1197, 296, 1219
382	1136, 27773, 904, 4973, 858, 48516, 1208, 541, 1197, 1219
384	750, 318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208
385	27773, 904, 4973, 2959, 912, 48516, 1219, 106782, 1089, 1247
386	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
387	4973, 912, 106782, 1222, 1225, 68157, 7361, 356, 30749, 1233
390	750, 318, 1136, 27773, 904, 858, 912, 48516, 1208, 541
391	1136, 27773, 858, 48516, 541, 50, 1197, 106782, 1247, 68157
393	318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
395	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
401	750, 318, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
404	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
405	318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
408	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
409	750, 1136, 27773, 904, 4973, 2959, 48516, 1208, 541, 50
410	318, 1136, 27773, 4973, 858, 2959, 912, 48516, 1208, 541
411	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
412	750, 318, 27773, 4973, 2959, 912, 48516, 1208, 541, 50
413	750, 1136, 27773, 904, 4973, 912, 48516, 1208, 541, 50
414	904, 1208, 541, 1197, 1219, 30749, 6016, 1237, 3681, 2571
415	750, 1136, 27773, 4973, 2959, 912, 1208, 541, 1219, 106782
416	1136, 27773, 904, 858, 2959, 912, 48516, 1208, 541, 50
417	750, 1136, 27773, 904, 4973, 912, 48516, 1208, 541, 50
418	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
419	750, 1136, 27773, 904, 4973, 912, 48516, 541, 50, 1197
420	27773, 904, 858, 912, 48516, 50, 1197, 1219, 106782, 1221
422	1136, 27773, 4973, 912, 48516, 1208, 541, 50, 1197, 296
424	750, 1136, 904, 4973, 912, 48516, 1208, 541, 1197, 106782
425	318, 27773, 904, 912, 48516, 1208, 541, 50, 1197, 1219
426	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
427	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
428	750, 318, 1136, 27773, 904, 858, 912, 48516, 541, 50
429	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
430	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
432	750, 1136, 27773, 904, 2959, 912, 48516, 1208, 541, 1197
434	750, 27773, 904, 4973, 912, 50, 1219, 106782, 1221, 1225
436	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
437	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 541
438	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
445	318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 50
446	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
447	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
448	750, 318, 27773, 904, 4973, 48516, 1208, 1197, 1219, 1222
450	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
452	750, 318, 27773, 904, 4973, 2959, 912, 48516, 1208, 541
453	750, 318, 27773, 904, 2959, 48516, 1208, 541, 1197, 1219
455	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
457	750, 318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208
458	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
460	750, 1136, 27773, 904, 4973, 858, 2959, 912, 1208, 50
462	27773, 48516, 541, 1197, 106782, 1089, 1247, 68157, 608, 7361
464	750, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208, 50
465	750, 318, 1136, 27773, 4973, 858, 2959, 48516, 50, 1197
466	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
469	27773, 4973, 2959, 48516, 541, 50, 1197, 106782, 68157, 7361
470	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
474	27773, 50, 106782, 1089, 68157, 7361, 356, 6016, 1250, 7153
475	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
476	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
477	27773, 904, 858, 2959, 912, 50, 1197, 106782, 1221, 1247
479	750, 318, 1136, 27773, 4973, 2959, 912, 48516, 1208, 541
480	750, 1136, 27773, 904, 858, 912, 1219, 106782, 1221, 68157
482	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
483	750, 1136, 27773, 904, 2959, 1208, 541, 1219, 106782, 1222
484	750, 1136, 27773, 4973, 858, 912, 1208, 541, 50, 1197
486	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
487	1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541, 50
488	750, 27773, 904, 858, 2959, 48516, 1208, 541, 50, 296
489	318, 27773, 858, 912, 48516, 1208, 541, 50, 1197, 296
490	750, 318, 1136, 27773, 904, 858, 912, 48516, 1208, 541
491	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
492	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
493	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
495	750, 1136, 904, 4973, 912, 541, 1197, 296, 1219, 106782
497	318, 1136, 27773, 2959, 912, 48516, 1208, 541, 1197, 296
500	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
503	750, 1136, 27773, 904, 4973, 912, 1208, 541, 50, 1197
504	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
509	750, 318, 1136, 27773, 904, 858, 2959, 48516, 1208, 541
510	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
511	750, 1136, 27773, 904, 858, 2959, 912, 48516, 1208, 541
512	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
514	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
517	1136, 27773, 904, 858, 2959, 48516, 1208, 541, 50, 1197
520	27773, 904, 4973, 2959, 912, 48516, 1208, 50, 296, 1219
522	750, 27773, 904, 4973, 912, 48516, 1208, 1219, 106782, 1222
523	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
524	750, 27773, 904, 4973, 858, 2959, 48516, 1197, 296, 1219
525	27773, 904, 858, 912, 48516, 1208, 541, 1197, 296, 1219
526	750, 1136, 27773, 904, 858, 912, 48516, 1208, 541, 50
527	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
528	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 1208
532	750, 318, 1136, 27773, 904, 4973, 912, 48516, 1208, 541
534	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
541	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
542	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
543	750, 318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208
546	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
551	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
552	750, 318, 27773, 904, 4973, 858, 2959, 912, 48516, 50
553	750, 318, 1136, 27773, 904, 4973, 912, 1208, 541, 1197
554	750, 318, 1136, 27773, 904, 4973, 858, 2959, 48516, 541
555	750, 1136, 27773, 904, 4973, 858, 912, 48516, 50, 1219
558	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
559	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
560	750, 318, 27773, 904, 858, 912, 48516, 541, 1197, 1219
561	750, 1136, 27773, 904, 4973, 858, 912, 1208, 541, 296
562	750, 1136, 27773, 904, 4973, 858, 912, 48516, 1208, 541
563	750, 318, 1136, 27773, 904, 4973, 858, 2959, 48516, 1208
564	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
566	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
567	318, 1136, 904, 4973, 858, 2959, 912, 48516, 1208, 296
570	750, 1136, 27773, 904, 4973, 858, 912, 1208, 541, 50
571	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
572	27773, 4973, 2959, 48516, 541, 50, 1197, 296, 1219, 106782
573	750, 27773, 904, 4973, 912, 1208, 541, 50, 1219, 106782
577	750, 1136, 27773, 904, 4973, 2959, 48516, 1208, 541, 50
579	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
580	750, 27773, 904, 858, 912, 541, 1197, 1219, 106782, 1247
582	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 1208
583	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
584	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
585	750, 318, 1136, 27773, 4973, 912, 1208, 541, 50, 1197
586	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
587	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
588	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
590	27773, 904, 4973, 48516, 541, 106782, 1222, 1225, 608, 7361
591	750, 318, 1136, 27773, 904, 4973, 858, 912, 48516, 1208
592	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
593	750, 318, 1136, 27773, 904, 2959, 912, 48516, 1208, 541
594	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 1208
596	750, 318, 27773, 912, 48516, 1208, 296, 1219, 106782, 1222
597	750, 318, 1136, 27773, 4973, 858, 2959, 912, 48516, 541
599	750, 858, 296, 1225, 30749, 6016, 1276, 527, 1234, 1250
600	1136, 27773, 904, 912, 48516, 1208, 541, 50, 1219, 106782
601	750, 27773, 4973, 858, 912, 1208, 541, 50, 296, 1219
602	750, 1136, 27773, 904, 4973, 858, 2959, 912, 48516, 1208
603	750, 318, 1136, 27773, 904, 4973, 2959, 912, 48516, 50
604	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
605	750, 318, 1136, 27773, 904, 4973, 858, 2959, 912, 48516
606	912, 1197, 296, 106782, 1247, 68157, 608, 30749, 1233, 1276
